zip_code,HUD Area Code,HUD Metro Fair Market Rent Area Name,city,state,0BR,0BR_90,0BR_110,1BR,1BR_90,1BR_110,2BR,2BR_90,2BR_110,3BR,3BR_90,3BR_110,4BR,4BR_90,4BR_110
18950,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1520,$1368,$1672,$1690,$1521,$1859,$2060,$1854,$2266,$2500,$2250,$2750,$2840,$2556,$3124
18953,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18954,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1730,$1557,$1903,$1920,$1728,$2112,$2300,$2070,$2530,$2780,$2502,$3058,$3210,$2889,$3531
18955,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1080,$972,$1188,$1200,$1080,$1320,$1440,$1296,$1584,$1740,$1566,$1914,$2010,$1809,$2211
18956,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18957,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1440,$1296,$1584,$1600,$1440,$1760,$1920,$1728,$2112,$2320,$2088,$2552,$2680,$2412,$2948
18958,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1440,$1296,$1584,$1600,$1440,$1760,$1920,$1728,$2112,$2320,$2088,$2552,$2680,$2412,$2948
18960,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18962,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1260,$1134,$1386,$1400,$1260,$1540,$1680,$1512,$1848,$2030,$1827,$2233,$2340,$2106,$2574
18963,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18964,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1210,$1089,$1331,$1340,$1206,$1474,$1610,$1449,$1771,$1950,$1755,$2145,$2250,$2025,$2475
18966,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1530,$1377,$1683,$1700,$1530,$1870,$2040,$1836,$2244,$2470,$2223,$2717,$2840,$2556,$3124
18968,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18969,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1200,$1080,$1320,$1340,$1206,$1474,$1600,$1440,$1760,$1930,$1737,$2123,$2230,$2007,$2453
18970,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1040,$936,$1144,$1150,$1035,$1265,$1380,$1242,$1518,$1670,$1503,$1837,$1920,$1728,$2112
18971,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1440,$1296,$1584,$1600,$1440,$1760,$1920,$1728,$2112,$2320,$2088,$2552,$2680,$2412,$2948
18972,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1570,$1413,$1727,$1750,$1575,$1925,$2090,$1881,$2299,$2530,$2277,$2783,$2910,$2619,$3201
18974,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1430,$1287,$1573,$1590,$1431,$1749,$1900,$1710,$2090,$2300,$2070,$2530,$2650,$2385,$2915
18976,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1480,$1332,$1628,$1650,$1485,$1815,$1970,$1773,$2167,$2380,$2142,$2618,$2750,$2475,$3025
18977,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1760,$1584,$1936,$1970,$1773,$2167,$2430,$2187,$2673,$2930,$2637,$3223,$3330,$2997,$3663
18979,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1440,$1296,$1584,$1600,$1440,$1760,$1920,$1728,$2112,$2320,$2088,$2552,$2680,$2412,$2948
18980,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1260,$1134,$1386,$1400,$1260,$1540,$1680,$1512,$1848,$2030,$1827,$2233,$2340,$2106,$2574
18981,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
19001,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1250,$1125,$1375,$1390,$1251,$1529,$1660,$1494,$1826,$2010,$1809,$2211,$2310,$2079,$2541
19002,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1340,$1206,$1474,$1500,$1350,$1650,$1790,$1611,$1969,$2160,$1944,$2376,$2500,$2250,$2750
19003,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1550,$1395,$1705,$1730,$1557,$1903,$2070,$1863,$2277,$2500,$2250,$2750,$2890,$2601,$3179
19004,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1720,$1548,$1892,$1910,$1719,$2101,$2290,$2061,$2519,$2770,$2493,$3047,$3190,$2871,$3509
19006,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1430,$1287,$1573,$1600,$1440,$1760,$1910,$1719,$2101,$2310,$2079,$2541,$2660,$2394,$2926
19007,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1060,$954,$1166,$1180,$1062,$1298,$1410,$1269,$1551,$1700,$1530,$1870,$1970,$1773,$2167
19008,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1460,$1314,$1606,$1620,$1458,$1782,$1940,$1746,$2134,$2350,$2115,$2585,$2710,$2439,$2981
19009,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1440,$1296,$1584,$1600,$1440,$1760,$1920,$1728,$2112,$2320,$2088,$2552,$2680,$2412,$2948
19010,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1780,$1602,$1958,$1980,$1782,$2178,$2370,$2133,$2607,$2870,$2583,$3157,$3300,$2970,$3630
19012,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1160,$1044,$1276,$1290,$1161,$1419,$1540,$1386,$1694,$1860,$1674,$2046,$2150,$1935,$2365
19013,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$990,$891,$1089,$1100,$990,$1210,$1320,$1188,$1452,$1600,$1440,$1760,$1840,$1656,$2024
19014,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1280,$1152,$1408,$1430,$1287,$1573,$1710,$1539,$1881,$2070,$1863,$2277,$2380,$2142,$2618
19015,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1200,$1080,$1320,$1340,$1206,$1474,$1600,$1440,$1760,$1930,$1737,$2123,$2230,$2007,$2453
19016,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1200,$1080,$1320,$1340,$1206,$1474,$1600,$1440,$1760,$1930,$1737,$2123,$2230,$2007,$2453
19017,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1460,$1314,$1606,$1630,$1467,$1793,$1950,$1755,$2145,$2360,$2124,$2596,$2710,$2439,$2981
19018,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1190,$1071,$1309,$1330,$1197,$1463,$1590,$1431,$1749,$1920,$1728,$2112,$2220,$1998,$2442
19020,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1450,$1305,$1595,$1610,$1449,$1771,$1930,$1737,$2123,$2330,$2097,$2563,$2690,$2421,$2959
19021,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1190,$1071,$1309,$1320,$1188,$1452,$1580,$1422,$1738,$1910,$1719,$2101,$2200,$1980,$2420
19022,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1090,$981,$1199,$1210,$1089,$1331,$1450,$1305,$1595,$1750,$1575,$1925,$2020,$1818,$2222
19023,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1180,$1062,$1298,$1310,$1179,$1441,$1570,$1413,$1727,$1900,$1710,$2090,$2190,$1971,$2409
19025,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1960,$1764,$2156,$2180,$1962,$2398,$2610,$2349,$2871,$3160,$2844,$3476,$3640,$3276,$4004
19026,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1220,$1098,$1342,$1350,$1215,$1485,$1620,$1458,$1782,$1960,$1764,$2156,$2260,$2034,$2486
19027,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1250,$1125,$1375,$1400,$1260,$1540,$1670,$1503,$1837,$2020,$1818,$2222,$2330,$2097,$2563
19028,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1200,$1080,$1320,$1340,$1206,$1474,$1600,$1440,$1760,$1930,$1737,$2123,$2230,$2007,$2453
19029,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1230,$1107,$1353,$1370,$1233,$1507,$1640,$1476,$1804,$1980,$1782,$2178,$2290,$2061,$2519
19030,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1230,$1107,$1353,$1370,$1233,$1507,$1640,$1476,$1804,$1980,$1782,$2178,$2290,$2061,$2519
19031,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1640,$1476,$1804,$1830,$1647,$2013,$2190,$1971,$2409,$2650,$2385,$2915,$3050,$2745,$3355
19032,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
19033,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1420,$1278,$1562,$1580,$1422,$1738,$1890,$1701,$2079,$2290,$2061,$2519,$2640,$2376,$2904
19034,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1260,$1134,$1386,$1400,$1260,$1540,$1680,$1512,$1848,$2030,$1827,$2233,$2340,$2106,$2574
19035,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1540,$1386,$1694,$1710,$1539,$1881,$2050,$1845,$2255,$2480,$2232,$2728,$2860,$2574,$3146
19036,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1170,$1053,$1287,$1300,$1170,$1430,$1560,$1404,$1716,$1890,$1701,$2079,$2180,$1962,$2398
19038,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1310,$1179,$1441,$1450,$1305,$1595,$1740,$1566,$1914,$2100,$1890,$2310,$2430,$2187,$2673
19040,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1420,$1278,$1562,$1580,$1422,$1738,$1890,$1701,$2079,$2290,$2061,$2519,$2640,$2376,$2904
19041,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1800,$1620,$1980,$2000,$1800,$2200,$2400,$2160,$2640,$2900,$2610,$3190,$3350,$3015,$3685
19043,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1100,$990,$1210,$1230,$1107,$1353,$1470,$1323,$1617,$1780,$1602,$1958,$2050,$1845,$2255
19044,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1410,$1269,$1551,$1570,$1413,$1727,$1880,$1692,$2068,$2270,$2043,$2497,$2620,$2358,$2882
19046,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1450,$1305,$1595,$1610,$1449,$1771,$1930,$1737,$2123,$2330,$2097,$2563,$2690,$2421,$2959
19047,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1590,$1431,$1749,$1770,$1593,$1947,$2120,$1908,$2332,$2560,$2304,$2816,$2960,$2664,$3256
19050,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1140,$1026,$1254,$1270,$1143,$1397,$1520,$1368,$1672,$1840,$1656,$2024,$2120,$1908,$2332
19052,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1200,$1080,$1320,$1340,$1206,$1474,$1600,$1440,$1760,$1930,$1737,$2123,$2230,$2007,$2453
19053,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1310,$1179,$1441,$1450,$1305,$1595,$1740,$1566,$1914,$2100,$1890,$2310,$2430,$2187,$2673
19054,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1310,$1179,$1441,$1460,$1314,$1606,$1750,$1575,$1925,$2120,$1908,$2332,$2440,$2196,$2684
19055,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1340,$1206,$1474,$1500,$1350,$1650,$1790,$1611,$1969,$2160,$1944,$2376,$2500,$2250,$2750
19056,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1340,$1206,$1474,$1490,$1341,$1639,$1780,$1602,$1958,$2150,$1935,$2365,$2480,$2232,$2728
19057,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1300,$1170,$1430,$1450,$1305,$1595,$1730,$1557,$1903,$2090,$1881,$2299,$2410,$2169,$2651
19058,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
19060,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1630,$1467,$1793,$1810,$1629,$1991,$2170,$1953,$2387,$2620,$2358,$2882,$3020,$2718,$3322
19061,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1170,$1053,$1287,$1300,$1170,$1430,$1560,$1404,$1716,$1890,$1701,$2079,$2180,$1962,$2398
19063,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1360,$1224,$1496,$1510,$1359,$1661,$1810,$1629,$1991,$2190,$1971,$2409,$2520,$2268,$2772
19064,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1430,$1287,$1573,$1590,$1431,$1749,$1900,$1710,$2090,$2300,$2070,$2530,$2650,$2385,$2915
19066,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1960,$1764,$2156,$2180,$1962,$2398,$2610,$2349,$2871,$3160,$2844,$3476,$3640,$3276,$4004
19067,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1400,$1260,$1540,$1560,$1404,$1716,$1870,$1683,$2057,$2260,$2034,$2486,$2610,$2349,$2871
19070,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1130,$1017,$1243,$1250,$1125,$1375,$1500,$1350,$1650,$1810,$1629,$1991,$2090,$1881,$2299
19072,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1670,$1503,$1837,$1860,$1674,$2046,$2230,$2007,$2453,$2700,$2430,$2970,$3110,$2799,$3421
19073,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1630,$1467,$1793,$1810,$1629,$1991,$2170,$1953,$2387,$2620,$2358,$2882,$3030,$2727,$3333
19074,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1130,$1017,$1243,$1260,$1134,$1386,$1510,$1359,$1661,$1830,$1647,$2013,$2110,$1899,$2321
19075,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1190,$1071,$1309,$1330,$1197,$1463,$1590,$1431,$1749,$1920,$1728,$2112,$2220,$1998,$2442
19076,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1130,$1017,$1243,$1250,$1125,$1375,$1500,$1350,$1650,$1810,$1629,$1991,$2090,$1881,$2299
19078,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1110,$999,$1221,$1240,$1116,$1364,$1480,$1332,$1628,$1790,$1611,$1969,$2060,$1854,$2266
19079,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1190,$1071,$1309,$1330,$1197,$1463,$1590,$1431,$1749,$1920,$1728,$2112,$2220,$1998,$2442
19081,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1210,$1089,$1331,$1340,$1206,$1474,$1610,$1449,$1771,$1950,$1755,$2145,$2250,$2025,$2475
19082,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1110,$999,$1221,$1240,$1116,$1364,$1480,$1332,$1628,$1790,$1611,$1969,$2060,$1854,$2266
19083,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1250,$1125,$1375,$1400,$1260,$1540,$1670,$1503,$1837,$2020,$1818,$2222,$2330,$2097,$2563
19085,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1770,$1593,$1947,$1970,$1773,$2167,$2350,$2115,$2585,$2850,$2565,$3135,$3280,$2952,$3608
19086,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1420,$1278,$1562,$1580,$1422,$1738,$1890,$1701,$2079,$2290,$2061,$2519,$2640,$2376,$2904
19087,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1820,$1638,$2002,$2020,$1818,$2222,$2420,$2178,$2662,$2930,$2637,$3223,$3370,$3033,$3707
19090,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1410,$1269,$1551,$1570,$1413,$1727,$1880,$1692,$2068,$2270,$2043,$2497,$2620,$2358,$2882
19091,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1200,$1080,$1320,$1340,$1206,$1474,$1600,$1440,$1760,$1930,$1737,$2123,$2230,$2007,$2453
19094,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1040,$936,$1144,$1150,$1035,$1265,$1380,$1242,$1518,$1670,$1503,$1837,$1920,$1728,$2112
19095,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1630,$1467,$1793,$1810,$1629,$1991,$2170,$1953,$2387,$2620,$2358,$2882,$3030,$2727,$3333
19096,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1870,$1683,$2057,$2080,$1872,$2288,$2490,$2241,$2739,$3010,$2709,$3311,$3470,$3123,$3817
19101,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1230,$1107,$1353,$1370,$1233,$1507,$1640,$1476,$1804,$1980,$1782,$2178,$2290,$2061,$2519
